Source,Target,Weight,Ref,Group,Color,Label,TargetGroup,TargetColor,TargetLabel,Portal
maps:maps_apex_assignrecords,https:help_salesforce_com_s_articleView,1,xref,maps,#feb8ab,Maps - Maps Apex Assignrecords,https,maroon,External Link,dev_guides
api_cti:sforce_api_cti_getcallcentersettings_lex,resource_files:reusables_global:reusable_apiversion,1,conref,api_cti,#8F2746,CTI API - Sforce Api Cti Getcallcentersettings Lex,resource_files,Cyan,Resources,dev_guides
api_streaming:using:using_streaming_api_durability,resource:misc_events,2,conref,api_streaming,#4a2413,Streaming API - Using Streaming Api Durability,resource,Cyan,Resource,dev_guides
api_streaming:using:using_streaming_api_durability,resource_files:reusables_global:reusable_apiversion,1,conref,api_streaming,#4a2413,Streaming API - Using Streaming Api Durability,resource_files,Cyan,Resources,dev_guides
api_streaming:code_examples:code_sample_java_download_jars,https:github_com_forcedotcom_EMP-Connector_tree_master_src_main_java_com_salesforce_emp_connector_example,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Download Jars,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_download_jars,https:github_com_forcedotcom_EMP-Connector_blob_master_src_main_java_com_salesforce_emp_connector_example_LoginExample_java,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Download Jars,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_download_jars,https:github_com_forcedotcom_EMP-Connector_blob_master_src_main_java_com_salesforce_emp_connector_example_BearerTokenExample_java,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Download Jars,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_download_jars,https:github_com_forcedotcom_EMP-Connector_blob_master_src_main_java_com_salesforce_emp_connector_example_DevLoginExample_java,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Download Jars,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_prereqs,http:__www_oracle_com_technetwork_java_javase_downloads_index-jsp-138363_html,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Prereqs,http,firebrick,External Link,dev_guides
api_streaming:code_examples:code_sample_java_prereqs,http:__www_eclipse_org_downloads_eclipse-packages_,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Prereqs,http,firebrick,External Link,dev_guides
api_streaming:code_examples:code_sample_java_prereqs,https:maven_apache_org_index_html,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Prereqs,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_prereqs,api:quickstart:sforce_api_quickstart_steps_obtain_dev_org,1,conref,api_streaming,#4a2413,Streaming API - Code Sample Java Prereqs,api,#0176d3,API,dev_guides
api:quickstart:sforce_api_quickstart_steps_obtain_dev_org,https:developer_salesforce_com_signup,1,xref,api,#0176d3,API - Sforce Api Quickstart Steps Obtain Dev Org,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_emp_connector,https:github_com_forcedotcom_EMP-Connector,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Emp Connector,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_add_source,https:github_com_forcedotcom_EMP-Connector_blob_master_src_main_java_com_salesforce_emp_connector_example_LoginExample_java,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Add Source,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_auth_oauth,http:__oauth_net_2_,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Auth Oauth,http,firebrick,External Link,dev_guides
api_streaming:code_examples:code_sample_auth_oauth,https:help_salesforce_com_articleView,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Auth Oauth,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_auth_oauth,resource_files:reusables_global:reusable_apiversion,2,conref,api_streaming,#4a2413,Streaming API - Code Sample Auth Oauth,resource_files,Cyan,Resources,dev_guides
api_streaming:code_examples:code_sample_auth_oauth,help:resource:setup:my_domain_reusables,1,conref,api_streaming,#4a2413,Streaming API - Code Sample Auth Oauth,help,#936AAB,Help,dev_guides
api_streaming:code_examples:code_sample_java_add_source_oauth,https:help_salesforce_com_articleView,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Add Source Oauth,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_add_source_oauth,https:help_salesforce_com_,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Add Source Oauth,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_add_source_oauth,https:github_com_forcedotcom_EMP-Connector_blob_master_src_main_java_com_salesforce_emp_connector_example_BearerTokenExample_java,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Add Source Oauth,https,maroon,External Link,dev_guides
api_streaming:code_examples:code_sample_java_add_source_oauth,help:help:remoteaccess:remoteaccess_authenticate,1,conref,api_streaming,#4a2413,Streaming API - Code Sample Java Add Source Oauth,help,#936AAB,Help,dev_guides
api_streaming:code_examples:code_sample_java_client_intro,https:github_com_forcedotcom_EMP-Connector,1,xref,api_streaming,#4a2413,Streaming API - Code Sample Java Client Intro,https,maroon,External Link,dev_guides
sfdx_dev:source_tracking:sfdx_dev_source_tracking_best_practices,https:developer_salesforce_com_docs_metadata-coverage,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Source Tracking Best Practices,https,maroon,External Link,dev_guides
sfdx_dev:source_tracking:sfdx_dev_source_tracking_source_tracking_profiles,https:developer_salesforce_com_docs_atlas_en-us_api_meta_meta_api_meta_meta_profile_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Source Tracking Source Tracking Profiles,https,maroon,External Link,dev_guides
sfdx_dev:workspace_setup:sfdx_dev_ws_mpd,https:developer_salesforce_com_blogs_2018_06_working-with-modular-development-and-unlocked-packages-part-1_html,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Ws Mpd,https,maroon,External Link,dev_guides
sfdx_dev:workspace_setup:sfdx_dev_ws_clone_repo,https:developer_salesforce_com_code-samples-and-sdks,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Ws Clone Repo,https,maroon,External Link,dev_guides
sfdx_dev:workspace_setup:sfdx_dev_cli_env_variables,https:www_verdaccio_org_,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Cli Env Variables,https,maroon,External Link,dev_guides
sfdx_dev:workspace_setup:sfdx_dev_cli_env_variables,https:nodejs_org_api_cli_html#cli_node_extra_ca_certs_file,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Cli Env Variables,https,maroon,External Link,dev_guides
sfdx_dev:develop:sfdx_dev_testing,https:developer_salesforce_com_docs_atlas_en-us_sfdx_cli_reference_meta_sfdx_cli_reference_cli_reference_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Testing,https,maroon,External Link,dev_guides
sfdx_dev:develop:sfdx_dev_testing,https:help_salesforce_com_articleView,2,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Testing,https,maroon,External Link,dev_guides
sfdx_dev:develop:sfdx_dev_testing,https:developer_salesforce_com_docs_atlas_en-us_apexcode_meta_apexcode_apex_deploying_ant_deploy_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Testing,https,maroon,External Link,dev_guides
sfdx_dev:intro:sfdx_dev_intro,https:marketplace_visualstudio_com_items,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Intro,https,maroon,External Link,dev_guides
sfdx_dev:intro:sfdx_dev_intro,https:developer_salesforce_com_docs_atlas_en-us_sfdx_setup_meta_sfdx_setup_sfdx_setup_intro_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Intro,https,maroon,External Link,dev_guides
sfdx_dev:intro:sfdx_dev_intro,https:developer_salesforce_com_docs_atlas_en-us_sfdx_setup_meta_sfdx_setup_sfdx_setup_sf_intro_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Intro,https,maroon,External Link,dev_guides
sfdx_dev:intro:sfdx_dev_intro,sfdx_setup:sfdx_setup_enable_devhub,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Intro,sfdx_setup,MediumBlue,SFDX Setup,dev_guides
sfdx_dev:auth:sfdx_dev_auth_connected_app,https:help_salesforce_com_articleView,4,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Auth Connected App,https,maroon,External Link,dev_guides
sfdx_dev:auth:sfdx_dev_auth_connected_app,https:tools_ietf_org_html_rfc6749#section-4_1,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Auth Connected App,https,maroon,External Link,dev_guides
sfdx_dev:ci:sfdx_dev_ci_travis,https:github_com_forcedotcom_sfdx-travisci-org,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Ci Travis,https,maroon,External Link,dev_guides
sfdx_dev:ci:sfdx_dev_ci_travis,https:github_com_forcedotcom_sfdx-travisci-package,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Ci Travis,https,maroon,External Link,dev_guides
sfdx_dev:unlocked_pkg:sfdx_dev_unlocked_pkg_org_shape,https:www_salesforce_com_company_legal_agreements_,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Unlocked Pkg Org Shape,https,maroon,External Link,dev_guides
sfdx_dev:unlocked_pkg:sfdx_dev_unlocked_pkg_org_shape,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_shape_intro_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Unlocked Pkg Org Shape,https,maroon,External Link,dev_guides
sfdx_dev:unlocked_pkg:sfdx_dev_unlocked_pkg_org_shape,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_shape_enable_org_shape_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Unlocked Pkg Org Shape,https,maroon,External Link,dev_guides
sfdx_dev:unlocked_pkg:sfdx_dev_unlocked_pkg_org_shape,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_shape_create_shape_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Unlocked Pkg Org Shape,https,maroon,External Link,dev_guides
sfdx_dev:unlocked_pkg:sfdx_dev_unlocked_pkg_installed_pkgs_uninstall,help:help:distribution:distribution_uninstalling_packages,2,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Unlocked Pkg Installed Pkgs Uninstall,help,#936AAB,Help,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_scratch_orgs_version_selection,https:status_salesforce_com,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Scratch Orgs Version Selection,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_scratch_orgs_version_selection,https:sfdc_co_RR-Pre-Release,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Scratch Orgs Version Selection,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_source_file_format,https:developer_salesforce_com_docs_atlas_en-us_communities_dev_meta_communities_dev_communities_dev_migrate_expbundle_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Source File Format,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_supported_mdapi_types,https:mdcoverage_secure_force_com_docs_metadata-coverage,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Supported Mdapi Types,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_supported_mdapi_types,https:developer_salesforce_com_docs_atlas_en-us_api_meta_meta_api_meta_meta_types_list_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Supported Mdapi Types,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_scratch_orgs_editions_and_allocations,https:developer_salesforce_com_docs_atlas_en-us_packagingGuide_meta_packagingGuide_isv_partner_scratch_org_editions_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Scratch Orgs Editions And Allocations,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_scratch_orgs_editions_and_allocations,https:developer_salesforce_com_signup,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Scratch Orgs Editions And Allocations,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:sfdx_dev_scratch_orgs_editions_and_allocations,sfdx_setup:sfdx_setup_enable_devhub,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Scratch Orgs Editions And Allocations,sfdx_setup,MediumBlue,SFDX Setup,dev_guides
sfdx_dev:scratch_orgs:features:so_servicecloudvoicepartnertelephony,https:help_salesforce_com_articleView,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - So Servicecloudvoicepartnertelephony,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:features:so_casewrapup,https:help_salesforce_com_articleView,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - So Casewrapup,https,maroon,External Link,dev_guides
sfdx_dev:scratch_orgs:features:so_api,https:help_salesforce_com_articleView,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - So Api,https,maroon,External Link,dev_guides
sfdx_dev:2gp:packaging_packageable_components,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Packaging Packageable Components,https,maroon,External Link,dev_guides
sfdx_dev:2gp:packaging_packageable_components,https:partners_salesforce_com_partnerSupport,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Packaging Packageable Components,https,maroon,External Link,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_known_limitations,https:help_salesforce_com_articleView,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Known Limitations,https,maroon,External Link,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_known_limitations,https:developer_salesforce_com_docs_metadata-coverage,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Known Limitations,https,maroon,External Link,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_profiles,https:help_salesforce_com_s_articleView,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Profiles,https,maroon,External Link,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_installed_pkgs_uninstall,help:help:distribution:distribution_uninstalling_packages,2,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Installed Pkgs Uninstall,help,#936AAB,Help,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_md_removal_considerations,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Md Removal Considerations,https,maroon,External Link,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_remove_md_components,https:partners_salesforce_com__ui_core_chatter_groups_GroupProfilePage,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Remove Md Components,https,maroon,External Link,dev_guides
sfdx_dev:2gp:sfdx_dev_dev2gp_remove_md_components,https:partners_salesforce_com_partnerSupport,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Sfdx Dev Dev2Gp Remove Md Components,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_lightning_page,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Lightning Page,resource,Cyan,Resource,dev_guides
resource:resource_sfdx,https:developer_salesforce_com_docs_metadata-coverage_53,1,xref,resource,Cyan,Resource - Resource Sfdx,https,maroon,External Link,dev_guides
resource:resource_sfdx,https:partners_salesforce_com_partnerSupport,1,xref,resource,Cyan,Resource - Resource Sfdx,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_report,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Report,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_report,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Report,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_external_data_source,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc External Data Source,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_list_view,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc List View,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_list_view,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc List View,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_ai_application_config,resource:resource_sfdx,8,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Ai Application Config,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_letterhead,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Letterhead,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_lightning_interface,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Lightning Interface,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_external_service,resource:resource_sfdx,10,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc External Service,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_field,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Field,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_field,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Field,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_workflow_task,https:developer_salesforce_com_docs_atlas_en-us_packagingGuide_meta_packagingGuide_packaging_protected_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Workflow Task,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_workflow_task,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Workflow Task,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_button,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Button,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_button,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Button,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_home_page_layout,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Home Page Layout,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_workflow_field_update,https:developer_salesforce_com_docs_atlas_en-us_packagingGuide_meta_packagingGuide_packaging_protected_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Workflow Field Update,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_workflow_field_update,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Workflow Field Update,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_remote_site_setting,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Remote Site Setting,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_remote_site_setting,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Remote Site Setting,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_TEMPLATE,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Template,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_data_classification_custom_fields,resource:resource_sfdx,10,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Data Classification Custom Fields,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_prompts,resource:resource_sfdx,8,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Prompts,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_static_resource,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Static Resource,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_static_resource,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Static Resource,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_email_template_ltng,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Email Template Ltng,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_validation_rule,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Validation Rule,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_validation_rule,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Validation Rule,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_label,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Label,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_label,https:developer_salesforce_com_docs_atlas_en-us_packagingGuide_meta_packagingGuide_packaging_protected_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Label,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_label,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Label,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_field_CMT,resource:resource_sfdx,8,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Field Cmt,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_field_set,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Field Set,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_field_set,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Field Set,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_page_layout,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Page Layout,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_apex_class,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Apex Class,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_apex_class,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Apex Class,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_permission,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Permission,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_permission,https:developer_salesforce_com_docs_atlas_en-us_packagingGuide_meta_packagingGuide_packaging_protected_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Permission,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_custom_permission,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Custom Permission,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_lightning_application,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Lightning Application,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_workflow_rule,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Workflow Rule,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_vf_page,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Vf Page,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_vf_page,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Vf Page,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_apex_sharing_recalculation,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Apex Sharing Recalculation,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_timesheet_template,resource:resource_sfdx,10,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Timesheet Template,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_folder,resource:resource_sfdx,13,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Folder,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_dashboard,https:developer_salesforce_com_docs_atlas_en-us_sfdx_dev_meta_sfdx_dev_sfdx_dev_dev2gp_remove_md_components_htm,1,xref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Dashboard,https,maroon,External Link,dev_guides
sfdx_dev:2gp:metadata_components:mdc_dashboard,resource:resource_sfdx,14,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Dashboard,resource,Cyan,Resource,dev_guides
sfdx_dev:2gp:metadata_components:mdc_flow,resource:resource_sfdx,12,conref,sfdx_dev,LightSeaGreen,SFDX Dev - Mdc Flow,resource,Cyan,Resource,dev_guides
